title,text,url,source,label
Ireland's Alan Judge makes first start since horrific leg break two years ago,"THIS DAY NEXT week marks two years since Alan Judge suffered a double compound fracture to his leg while playing for Brentford.

Judge played 74 minutes this afternoon (file photo). Source: James Chance

Having recently earned his first senior cap for Ireland, the Dubliner was in the form of his life at the time — with 14 league goals and 12 assists for the season — and several clubs were reportedly interested in his signature.

However, the 29-year-old has had to be extremely patient as he attempts to hit those heights once again.

After complications with the injury, Judge eventually returned to the first-team squad back in December, and he has since made nine substitute appearances for the Bees.

Today, manager Dean Smith named him in the starting XI for the first time since April 2016 as they travelled to Ashton Gate to face Bristol City.

Be part

of the team Access exclusive podcasts, interviews and analysis with a monthly or annual membership. ",https://www.the42.ie/alan-judge-first-start-brentford-two-years-3936822-Apr2018/,the_journal,1
"Prescriptions, porridge oats, and flat tyres: Gardaí are out in force around the country","AS PEOPLE ACROSS the country adhere to public health advice of social distancing, An Garda Síochána has been looking out for those most at need, particularly those with limited local family or social support.

Where needed, gardaí are assisting and supporting people by collecting medical prescriptions, attending hospital appointments and changing flat tyres.

Here’s a look at some of their good deeds so far:

In Sligo, Garda Conor McNulty has been bringing guide dog Rhum out to stretch her legs as her visually impaired owner is practising social distancing and staying at home.

Rhum needs to stay active as she’s a working dog, so Garda McNulty was happy to oblige and took her out for some fresh air.

“Looks like they all enjoyed themselves,” gardaí posted on Facebook.

Source: Gardaí/Facebook

In Donegal, Garda Calvey came across a “lovely lady” while carrying out house calls in the Ballyshannon area.

The woman was concerned that she might run out of porridge oats while in isolation, so Garda Calvey made sure she was well stocked up after a trip to the local Lidl.

“Garda Calvey was happy to assist with this to make sure she was looked after. We assured this lady that we will call back to assist her with anymore grocery or prescription collections she might need in the coming weeks.”

Meanwhile, newly attested Garda Deborah McDaid started work this week at Letterkenny Garda Station.

She has spent her first week on the job assisting with collecting and delivering prescriptions to those who need support in the community

Garda Calvey Source: An Garda Síochána/Facebook

Garda Deborah McDaid Source: Gardaí/Facebook

In Dublin, gardaí from Cabra Garda Station have been out grocery and pharmacy shopping for the elderly and vulnerable in their community.

“Community Policing at its best by members of Cabra Garda Station,” gardaí posted online alongside the photo.

Meanwhile, Garda Farrell and Garda Lawlor helped a senior citizen in the Bridewell District by changing their flat tyre earlier today.

Source: Gardaí/Facebook

Garda Farrell and Garda Lawlor Source: Garda Info/Twitter

Gardaí in Kerry joined forces with Muintir na Tíre to identify people in their communities who are in need of assistance, how we can assist, and then to proactively act on the information.

On 21 March, gardaí across the Kerry Division called to 39 people and gave them the advice issued by the Government and the HSE regarding Covid-19, and reiterated to them that members of An Garda Síochána are here to help and are only a phone call away if needed.

“Between An Garda Síochána and the volunteers at Muintir na Tíre, we want everyone to know that we are only a phone call away and to not think twice about phoning us if you need any help, that’s what we are there for,” Chief Superintendent Eileen Foster said.

Source: Gardaí/Facebook

Any person with concerns for themselves or for a neighbour should contact their local garda station. Contact details, including email contact, for all garda stations can be found here or in any phonebook.",https://www.thejournal.ie/good-news-ireland-coronavirus-an-garda-siochana-5058726-Mar2020/,the_journal,1
Moscow native appointed to promote Irish language in south Kerry Gaeltacht,"Dr Victor Bayda is one of ten Language Planning Officers that have been appointed countrywide in recent months.

DR VICTOR BAYDA, a native of Moscow, Russia, has been appointed as the Irish Language Planning Officer for the south Kerry Gaeltacht.

His role would be to promote and cultivate the use of Irish from day-to-day.

Comhchoiste Gaeltachta Uíbh Ráthach announced the appointment of Bayda, who was a lecturer of Irish in the Lomonosov State University in Moscow for 15 years.

Speaking to RTÉ, Bayda says he tries to visit Ireland every year to improve his Irish, and said that he’s aware of the challenges of his new role.

He is the tenth Irish language planning officer that has been appointed under the language planning process in the Gaeltacht in recent months.

Bayda’s experience

Agallamh le Victor Bayda ar @rtenews



One of ten Irish language planning officers appointed in Gaeltacht areas so far under our @UdarasnaG funded initiative



Guímís gach rath ar Victor ina ról mar Oifigeach Pleanála i nGaeltacht Chiarraí Theas. pic.twitter.com/qge96L9N97 — Culture~Heritage~Gaeltacht (@DeptAHG) February 20, 2019 Source: DCHG /RCOG/Twitter

Bayda expressed a huge interest in languages since he was 13 years old, with a particular interest in Celtic languages, according to a statement from Údarás na Gaeltachta; although Welsh and Scots Gaelic first piqued his interest, it was the Irish language that he focused on.

While studying Dutch in Moscow Lomonosov State University, his interest in the Irish language grew and he subsequently undertook a doctorate in Irish.

Victor spent periods in Ireland, in Trinity College and in the Conamara Gaeltacht, learning the language and he achieved fluency with the support of the community in An Spidéal and in Acadamh na hOllscolaíochta Gaeilge in An Cheathrú Rua in Co Galway.

Bayda will be responsible, in collaboration with the community and organisations in the area, for the implementation of an Irish Language Action Plan that has been prepared for the South Kerry Language Planning Area.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

The language plan was prepared with the support of the community, and approved in early 2018 for funding of €100,000 to support the implementation of the plan.

Reaction

Bayda said that his appointment was “a privilege and an honour” for the “picturesque” area of south Kerry.

“I am extremely grateful for the warm welcome I have received over the past few days and I am looking forward to starting to work with the community to promote not only the Irish Language but the area itself also.

We have significant challenges ahead certainly but it is very important to keep a positive focus on the Uíbh Ráthach area and to grasp all opportunities presented to the area has with both hands in the years ahead.

Áine Ní Bheoláin, Manager of Comhchoiste Gaeltachta Uíbh Ráthach said that they were “delighted” that Bayda “showed an interest in undertaking the challenge of Irish language planning here in Uíbh Ráthach”.

There are some very interesting years ahead of us here in south Kerry… The challenges must be faced in different innovative ways and that is what we undertake for the years ahead.

Separately, today is International Mother Language Day, which is used to increase awareness of linguistic and cultural diversity and promote multilingualism.",https://www.thejournal.ie/moscow-native-irish-language-south-kerry-4504982-Feb2019/,the_journal,1
Aldi rewards staff for coronavirus efforts with 10% bonus,"ALDI HAS ANNOUNCED that its 3,800 workers in Ireland will receive a 10% bonus in recognition of their efforts helping the grocery giant meet the swell in demand sparked by the Covid-19 crisis.

The German chain announced the enhanced pay today following a similar move by Tesco last week. Staff will receive a 10% bonus on hours worked, from March until the end of April.

The retailer said that the payment was to reward colleagues who it said had “worked tirelessly” in recent weeks.

In the early days of the virus outbreak in Ireland, grocery stores had to cope with a massive increase of customers as a rush of panic buying led to a surge in demand for goods.

Aldi is one of several retailers that is offering priority hours for the elderly and vulnerable from 11am to 1pm daily.

The chain has also launched a recruitment drive across the country to boost its workforce.

In other positive pandemic news, a pair of Dublin artists have released a range of t-shirts and bags to encourage people to observe social distancing rules.

The products are a collaboration between photographer Ruth Medjber and illustrator Holly Pereira and they are made with materials ethically sourced in Sligo.",https://www.thejournal.ie/aldi-bonus-staff-coronavirus-5056719-Mar2020/,the_journal,1
NBA great Patrick Ewing released from hospital,"NBA GREAT PATRICK Ewing has left hospital and is recovering at home after being diagnosed with Covid-19, his son said on Monday.

The 57-year-old Hall-of-Famer was hospitalised last week after announcing he had tested positive for the coronavirus.

However the former New York Knicks star and current Georgetown University coach is now on the mend at home, his son Patrick Ewing Jr. said on Twitter.

“I want to thank all of the doctors and hospital staff for taking care of my father during his stay, as well as everyone who has reached out with thoughts and prayers to us since his diagnosis,” Ewing Jr. wrote.

“My father is now home and getting better. We’ll continue to watch his symptoms and follow the CDC guidelines. I hope everyone continues to stay safe and protect yourselves and your loved ones.”

Ewing, who was a member of the 1992 Olympic gold medal-winning “Dream Team”, and also won Olympic gold in 1984, played 17 seasons in the NBA, mostly for the Knicks, earning 11 All-Star selections.

© – AFP 2020",https://www.the42.ie/patrick-ewing-5107434-May2020/,the_journal,1
Messages of support for frontline healthcare workers light up Mater Hospital,"MESSAGES OF THANKS and support are being projected across the Mater Hospital in Dublin to show appreciation for frontline healthcare workers.

The uplifting messages are part of the #DearHeroes campaign, which aims to give the public the chance to thank people working on the coalface of the Covid-19 outbreak.

The campaign is a community driven, non-profit, project that is run by volunteers.

“Like everyone else, we’ve been blown away by the dedication and selflessness of those who are battling at the frontline to help us through the Covid-19 outbreak,” #DearHeroes spokesperson Ciara Finn explained.

We wanted to use our assets and skill set so we can all show our love and admiration for them.

“The bravery of those on the frontline has offered us all a glimpse of the light at the end of the tunnel. The #DearHeroes campaign aims to shine a little of that light right back and thank them all for doing the country proud,” Finn added.

The messages will be projected and livestreamed between 9pm and 2am for the next four nights. People can participate in the project by submitting their messages of support via the Dear Heroes website or by posting them on Twitter using the hashtag #DearHeroes.",https://www.thejournal.ie/dear-heroes-campaign-mater-hospital-5072242-Apr2020/,the_journal,1
Former Dublin hurler 'symptom free' and 'improving every day' after Covid-19 diagnosis,"FORMER DUBLIN HURLER Michael Carton has offered a positive update on his personal experience with Covid-19, saying he is “symptom free” and while his “energy levels still aren’t great,” he is improving every day.

Carton previously warned of the symptoms of the coronavirus on Twitter on St Patrick’s Day after testing positive for the virus three days beforehand.

The 35-year-old showed symptoms of headaches, chills and a fever, and was admitted to hospital after a period of self-isolation.

A chest X-ray later revealed an infection on his lungs, and Carton was put on oxygen, viral medication and antibiotics.

Carton in hospital on St Patrick's Day. Source: Mick Carton/Twitter.

So I had been self isolating for a few days with flu like symptoms,got tested and came back positive for COVID-19 saturday!! A few things I've learned 1 it's very tough self isolating wen you're feeling really sick,texts and phone calls from friends and family really do help!! — mick carton (@firemanmick7) March 17, 2020

And Carton, who works as a fireman, tweeted another update — and some good news –last night.

“I got out of hospital on Tuesday after a very long 11 days,” he wrote.

Be part

of the team Access exclusive podcasts, interviews and analysis with a monthly or annual membership. ",https://www.the42.ie/michael-carton-dublin-covid-19-5061512-Mar2020/,the_journal,1
James Ryan 'flying' through recovery in boost for Leinster and Ireland,"JAMES RYAN COULD be fit for Leinster’s Champions Cup quarter-final clash with Saracens in September after his head coach, Leo Cullen, revealed that the second row is already around halfway through his rehabilitation from shoulder surgery.

Ryan is now back running and lifting weights in the gym, with Cullen saying the 24-year-old is “flying it,” news that will be greeted positively by Ireland supporters too.

The second row is set to be fully fit to feature for Andy Farrell’s side in a busy schedule of Tests this autumn.

Ryan is already well into his recovery from shoulder surgery. Source: Gary Carr/INPHO

On Monday, Leinster had reported that Ireland lock Ryan would be out of action for 10 to 12 weeks after suffering a shoulder injury in pre-season training.

That timeline would have meant Ryan missing the conclusion of Leinster’s 2019/20 season, including their European quarter-final clash with Sarries at the Aviva Stadium on 19 September and any further knock-out games if the province progressed.

However, Cullen clarified yesterday that Ryan has already completed around half of that recovery timeframe and is therefore in line for a return to fitness in September.

That means Ryan is also set to be firing again in time for Ireland’s rescheduled Six Nations fixtures against Italy and France in October, as well as their ‘Eight Nations’ games in November and December.

“We were back for a block [of pre-season training] and he got injured in that first block and we took a break,” explained Cullen at an event to support AsIAm, Ireland’s National Autism Charity & Advocacy Organisation.

“He had a procedure straight away but he is well on his way, so I’m not sure exactly is he maybe five or six weeks in, I’d have to check that exactly… I think five.

“He is making really good progress, he is flying it. He’s running and lifting in the gym, so making good progress.”

Ryan’s swift recovery so far is a real boost for Leinster and Ireland ahead of what will be a hectic schedule of rugby in the coming months.

Leo Cullen at the launch of Aviva Ireland's partnership with AsIAm to give away 1,000 back-to-school packs to autistic children throughout Ireland. Source: Photocall Ireland

Less positively, Cullen reported that Leinster wing Adam Byrne is only due to undergo surgery on his hamstring injury this week, with a 12-week recovery timeframe anticipated after that procedure.

Be part

of the team Access exclusive podcasts, interviews and analysis with a monthly or annual membership. ",https://www.the42.ie/james-ryan-leo-cullen-leinster-5168727-Aug2020/,the_journal,1
Taoiseach says he 'understands concerns' as ministers question Ireland 2040 marketing,"TAOISEACH LEO VARADKAR says that he “understands” concerns around the promotion of the Project Ireland 2040 plan.

Questions have been raised about how advertorials in newspapers have been presented during the €1.5 million rollout of the plan.

The government’s controversial Strategic Communications Unit is heading up a sweeping strategy to promote the plan across traditional and online media.

The Ireland edition of The Times has reported that regional newspapers were directed by an ad agency to ensure the ads appeared as regular news items.

The fallout from the controversy led to concerns at Cabinet, as Children’s Minister Katherine Zappone, Transport Minister Shane Ross and Communications Minister Denis Naughten all raising it with the Taoiseach. Zappone said that public money should not be used to promote Oireachtas candidates.

I am seeking urgent clarification re recent advertising deals on #Ireland2040 ...@ellenmcoyne will have more details Thurs. There can be no blurring of lines between news and advertising... — Katherine Zappone (@KZapponeTD) March 1, 2018 Source: Katherine Zappone /Twitter

Speaking to RTÉ’s News At One, Varadkar said he’d spoken to all three over the last 24 hours to allay their fears. Varadkar said that only two of the pieces featured people who were not current Oireachtas members.

“I should say that there were 160 advertorials in papers, all clearly labelled. There were only two which featured non-Oireachtas members – one is a Sinn Féin councillor and another is a pic of a Fianna Gael councillor standing beside Michael Ring.

I appreciate the concerns that have been raised. I agree public money should never be used to promote Oireachtas candidates and that there shouldn’t be a blurring of lines. Guidelines were issued to ensure that didn’t happen, but it’s evident that those guidelines need to be strengthened and I will do that but now the focus is severe weather.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

The Strategic Communications Unit, set up by the Taoiseach with a view to streamlining the government’s communications, has come in for frequent criticism from the opposition benches since its inception.

The new SCU exists in tandem with the current Government Information Service (GIS), which runs all day-to-day communications concerning the Department of the Taoiseach.

The unit will cost some €5 million to run this year.",https://www.thejournal.ie/ireland-2040-concern-leo-response-3879306-Mar2018/,the_journal,1
It's going to be dry and mostly sunny with temperatures in mid-to-high teens this week,"TODAY WILL BE dry and mostly sunny with any frost quickly clearing and there’s a similar pattern forecast for the week, Met Éireann has said.

The sunshine today will be a little hazy at times, with highest temperatures of 12 to 15 degrees.

The dry weather will persist into this evening, where another cold night is forecast with lowest temperatures of -1 to 2 degrees.

Another dry and sunny day is forecast tomorrow with “plenty of sunshine” and temperature highs of 14 to 16 degrees.

Looking further ahead for the rest of the week, Met Éireann said: “Continuing mostly dry in the north and west with sunny spells, cloud increasing with rain at times in the south and east.”

Thursday will start off dry and bright, but with a little more cloud than previous days bringing patchy light rain in southern coastal counties in the evening.

Temperatures will reach as high as 17 degrees on Thursday, with the midlands and west enjoying the mildest weather.

#Open journalism No news is bad news Support The Journal Your contributions will help us continue to deliver the stories that are important to you Support us now

It’s also set to reach 17 degrees on Friday with many areas dry with a mix of cloud and sunny spells.

The weekend, then, is forecast to be slightly cooler and cloudy over much of the country with patchy outbreaks of rain at times.",https://www.thejournal.ie/met-eireann-weather-5-5073715-Apr2020/,the_journal,1
Hull City defender gets all-clear after cancer treatment,"HULL CITY DEFENDER Angus MacDonald has been given the all-clear from bowel cancer.

The 27-year-old was diagnosed with the early stages of the disease in August and immediately began treatment, which was completed successfully this month.

“Hull City are delighted to announce the wonderful news that Angus MacDonald has been given the all-clear from bowel cancer,” the Championship club said in a statement.

“Everyone at the club would like to express their happiness at this fantastic news.

“Angus has shown tremendous courage and strength of character during the most challenging of periods.

“We would like to wish him and his family and friends a wonderful Christmas and we all look forward to seeing Angus back in and around the club.”

MacDonald joined Hull in January 2018 after spending 18 months at Barnsley.

He played 12 times in 2017-18 but only managed one league appearance last term after being diagnosed with deep vein thrombosis.

Be part

of the team Access exclusive podcasts, interviews and analysis with a monthly or annual membership. ",https://www.the42.ie/hull-city-defender-gets-all-clear-after-cancer-treatment-4942539-Dec2019/,the_journal,1
These 7 Premier League fixtures will be exclusive to Irish Sky Sports customers,"Southampton's Oriol Romeu (right) and Liverpool's Roberto Firmino (left) battle for the ball.

Southampton's Oriol Romeu (right) and Liverpool's Roberto Firmino (left) battle for the ball.

SKY SPORTS HAS announced its Premier League schedule for August and September, with seven Saturday 3pm kick-offs confirmed as exclusive to Irish customers.

The games in question are as follows:

Aug 11th Huddersfield v Chelsea

Aug 18th Spurs v Fulham

Aug 25th Arsenal v West Ham

Sep 1st Burnley v Man Utd

Sep 15th Newcastle v Arsenal

Sep 22nd Liverpool v Southampton

Sep 29th Huddersfield v Spurs

The station’s early season schedule of live games for all customers has already been announced, and it includes the Friday night opening match between Man United and Leicester, as well as Unai Emery’s first Premier League fixture in charge of Arsenal.

The other live Sky Sports fixtures are as follows:

Fri 10 Aug Man United v Leicester 1945

Sat 11 Aug Newcastle v Spurs 1230

Sun 12 Aug Liverpool v West Ham 1330

Sun 12 Aug Arsenal v Man City 1600

Sat 18 Aug Cardiff v Newcastle 1230

Sun 19 Aug Man City v Huddersfield 1330

Sun 19 Aug Brighton v Man Utd 1600

Mon 20 Aug Crystal Palace v Liverpool 2000

Sat 25 Aug Wolves v Man City 1230

Sun 26 Aug Watford v Crystal Palace 1330

Sun 26 Aug Newcastle v Chelsea 1600

Mon 27 Aug Man Utd v Spurs 2000

Sat 1 Sep Leicester v Liverpool 1230

Sun 2 Sep Cardiff v Arsenal 1330

Sun 2 Sep Watford v Spurs 1600

Sat 15 Sep Spurs v Liverpool 1230

Sun 16 Sep Wolves v Burnley 1330

Sun 16 Sep Everton v West Ham 1600

Mon 17 Sep Southampton v Brighton 2000

Sat 22 Sep Fulham v Watford 1230

Sun 23 Sep West Ham v Chelsea 1330

Sun 23 Sep Arsenal v Everton 1600

Sun 30 Sep Cardiff v Burnley 1600

Mon 1 Oct Bournemouth v Crystal Palace 2000
",https://www.the42.ie/7-premier-league-fixtures-will-be-exclusive-to-irish-sky-sports-customers-4134560-Jul2018/,the_journal,1
